StudentID,Course,Mode_of_Study,Age,Gender,Admission_Date,Attendance_%,Assignment_Score,Midterm_Score,Final_Score,Hours_Studied_Weekly,Forum_Participation,Fee_Paid_%,Scholarship,Counseling_Sessions,Overall_Score,Pass_Fail,Dropout_Risk,Status
2720,Web Dev,Online,30,Female,2026-05-21,90,37,45,98,4,47,77,No,1,69.9,Pass,Low,Active
2721,Digital Marketing,Offline,31,Female,2026-05-22,57,32,77,65,14,21,68,No,0,62.0,Pass,High,At-Risk
2722,Digital Marketing,Hybrid,25,Female,2026-05-23,80,54,78,75,12,10,56,Yes,2,71.7,Pass,Low,Active
2723,Web Dev,Offline,25,Male,2026-05-24,87,98,81,28,9,33,93,No,4,57.900000000000006,Pass,Low,Active
2724,Finance,Offline,32,Female,2026-05-25,84,84,44,55,20,48,90,Yes,3,57.5,Pass,Low,Active
2725,Data Science,Hybrid,30,Male,2026-05-26,81,69,73,22,11,14,66,Yes,3,46.7,Fail,High,At-Risk
2726,Data Science,Online,24,Female,2026-05-27,64,79,31,38,19,49,51,No,2,44.1,Fail,High,At-Risk
2727,Finance,Hybrid,22,Female,2026-05-28,91,62,53,47,19,9,65,No,2,51.8,Pass,Low,Active
2728,Web Dev,Offline,34,Male,2026-05-29,53,47,72,42,8,37,88,Yes,1,52.0,Pass,Medium,Active
2729,Digital Marketing,Offline,33,Female,2026-05-30,83,86,37,26,17,31,67,No,0,41.3,Fail,High,At-Risk
2730,Data Science,Hybrid,19,Female,2026-05-31,64,45,27,95,7,47,88,No,1,64.6,Pass,Low,Active
2731,HR Management,Online,34,Male,2026-06-01,58,67,26,33,17,30,50,No,3,37.7,Fail,High,At-Risk
2732,HR Management,Online,24,Male,2026-06-02,78,70,40,65,17,36,52,No,0,58.5,Pass,Medium,Active
2733,Finance,Offline,30,Male,2026-06-03,94,36,30,34,24,43,70,No,1,33.2,Fail,High,At-Risk
2734,Web Dev,Offline,31,Female,2026-06-04,54,82,69,86,2,27,79,No,3,80.1,Pass,High,At-Risk
2735,Data Science,Online,30,Male,2026-06-05,55,92,95,34,20,30,60,No,0,63.900000000000006,Pass,High,At-Risk
2736,Web Dev,Hybrid,28,Male,2026-06-06,66,61,29,70,4,5,71,No,4,55.9,Pass,Low,Active
2737,Data Science,Offline,33,Female,2026-06-07,79,67,80,27,7,13,96,No,4,50.9,Pass,Low,Active
2738,Finance,Online,34,Male,2026-06-08,49,51,95,88,5,22,74,No,1,82.7,Pass,High,At-Risk
2739,Finance,Offline,25,Female,2026-06-09,43,45,56,81,5,15,52,Yes,2,66.3,Pass,High,At-Risk
2740,HR Management,Hybrid,32,Female,2026-06-10,90,81,73,70,5,24,79,Yes,0,73.1,Pass,Medium,Active
2741,Web Dev,Online,26,Male,2026-06-11,58,58,37,82,11,38,73,Yes,1,63.7,Pass,High,At-Risk
2742,HR Management,Offline,27,Female,2026-06-12,67,45,54,87,10,1,94,No,2,68.7,Pass,Low,Active
2743,Web Dev,Hybrid,29,Male,2026-06-13,60,46,49,97,9,37,85,No,2,72.4,Pass,Low,Active
2744,HR Management,Offline,18,Male,2026-06-14,98,93,84,35,20,40,72,No,0,61.3,Pass,Medium,Active
2745,Digital Marketing,Hybrid,26,Male,2026-06-15,86,42,83,43,18,38,57,No,0,54.8,Pass,Medium,Active
2746,Digital Marketing,Hybrid,32,Male,2026-06-16,53,85,52,25,18,33,53,No,2,45.1,Fail,High,At-Risk
2747,Digital Marketing,Online,18,Female,2026-06-17,72,34,82,76,2,39,99,No,3,69.4,Pass,Low,Active
2748,Digital Marketing,Hybrid,29,Female,2026-06-18,87,41,44,50,21,42,88,No,1,46.4,Fail,Medium,Active
2749,Data Science,Offline,20,Male,2026-06-19,49,70,58,25,15,24,92,Yes,0,43.9,Fail,High,At-Risk
2750,Digital Marketing,Hybrid,28,Male,2026-06-20,58,32,29,98,23,35,80,Yes,2,64.1,Pass,Medium,Active
2751,Finance,Hybrid,19,Female,2026-06-21,69,62,84,48,21,15,78,No,3,61.6,Pass,Low,Active
2752,Finance,Online,33,Male,2026-06-22,61,79,67,86,12,17,85,No,4,78.9,Pass,Low,Active
2753,Data Science,Hybrid,26,Female,2026-06-23,42,85,81,94,4,12,62,No,2,88.3,Pass,High,At-Risk
2754,Digital Marketing,Hybrid,32,Male,2026-06-24,76,38,81,22,9,36,90,Yes,3,42.900000000000006,Fail,Medium,Active
2755,Digital Marketing,Offline,29,Female,2026-06-25,80,79,99,47,23,26,58,Yes,4,69.0,Pass,Low,Active
2756,Digital Marketing,Online,18,Female,2026-06-26,57,58,78,93,11,33,70,No,3,81.5,Pass,High,At-Risk
2757,HR Management,Online,30,Female,2026-06-27,50,68,69,67,18,10,100,No,0,67.8,Pass,High,At-Risk
2758,Web Dev,Online,31,Male,2026-06-28,87,74,61,99,9,0,52,No,2,82.6,Pass,Low,Active
2759,HR Management,Hybrid,25,Male,2026-06-29,41,46,72,29,23,12,74,No,4,45.3,Fail,High,At-Risk
2760,Web Dev,Online,25,Male,2026-06-30,51,85,78,52,2,29,74,No,3,66.4,Pass,High,At-Risk
2761,Digital Marketing,Hybrid,29,Male,2026-07-01,93,75,72,86,21,4,61,No,4,79.6,Pass,Low,Active
2762,Digital Marketing,Hybrid,18,Male,2026-07-02,45,96,30,88,22,17,78,No,1,72.2,Pass,High,At-Risk
2763,HR Management,Offline,28,Female,2026-07-03,82,98,58,31,8,13,60,No,2,52.5,Pass,Low,Active
2764,HR Management,Offline,25,Female,2026-07-04,98,43,87,76,10,12,60,No,0,72.69999999999999,Pass,Medium,Active
2765,Web Dev,Offline,27,Female,2026-07-05,79,96,72,63,13,31,98,No,4,72.3,Pass,Low,Active
2766,Finance,Offline,28,Female,2026-07-06,83,52,47,32,23,6,75,No,3,40.5,Fail,High,At-Risk
2767,Web Dev,Offline,24,Female,2026-07-07,68,90,37,43,10,7,63,Yes,4,50.6,Pass,Low,Active
2768,HR Management,Hybrid,28,Female,2026-07-08,98,52,71,63,21,49,65,No,3,63.2,Pass,Low,Active
2769,HR Management,Hybrid,34,Female,2026-07-09,69,56,68,76,4,6,59,No,4,69.6,Pass,Low,Active
2770,Data Science,Online,18,Male,2026-07-10,41,83,56,35,5,48,80,Yes,0,50.900000000000006,Pass,High,At-Risk
2771,HR Management,Hybrid,25,Female,2026-07-11,48,39,50,40,11,15,80,No,0,42.8,Fail,High,At-Risk
2772,Data Science,Hybrid,23,Male,2026-07-12,86,45,77,95,5,42,85,Yes,2,79.6,Pass,Low,Active
2773,Finance,Offline,23,Female,2026-07-13,41,70,38,70,23,30,59,No,0,60.4,Pass,High,At-Risk
2774,Web Dev,Hybrid,22,Female,2026-07-14,68,84,76,40,10,26,75,No,4,59.6,Pass,Low,Active
2775,Web Dev,Offline,30,Male,2026-07-15,72,90,60,79,23,32,69,Yes,4,75.5,Pass,Low,Active
2776,Data Science,Online,25,Female,2026-07-16,49,78,32,70,2,28,93,No,0,60.2,Pass,High,At-Risk
2777,Web Dev,Online,26,Male,2026-07-17,73,81,64,40,6,7,58,No,1,55.4,Pass,Low,Active
2778,HR Management,Hybrid,34,Female,2026-07-18,83,31,46,25,10,32,64,No,4,32.5,Fail,High,At-Risk
2779,Digital Marketing,Online,20,Male,2026-07-19,94,79,40,92,6,40,58,No,2,73.8,Pass,Low,Active
2780,Data Science,Hybrid,28,Female,2026-07-20,47,72,84,84,7,18,56,No,1,81.6,Pass,High,At-Risk
2781,Web Dev,Online,34,Male,2026-07-21,76,37,84,95,20,20,75,No,0,80.1,Pass,Medium,Active
2782,Data Science,Offline,19,Male,2026-07-22,93,88,34,77,9,40,73,No,3,66.3,Pass,Low,Active
2783,Data Science,Offline,25,Female,2026-07-23,99,94,49,97,11,20,61,Yes,4,82.0,Pass,Low,Active
2784,Digital Marketing,Offline,24,Female,2026-07-24,72,41,55,25,12,24,69,No,3,37.2,Fail,High,At-Risk
2785,HR Management,Offline,34,Male,2026-07-25,86,33,45,84,14,41,63,Yes,2,62.1,Pass,Low,Active
2786,Data Science,Hybrid,23,Female,2026-07-26,45,70,57,53,21,22,71,No,1,57.599999999999994,Pass,High,At-Risk
2787,Web Dev,Online,23,Male,2026-07-27,83,36,55,75,5,10,65,No,3,61.2,Pass,Low,Active
2788,Finance,Hybrid,19,Female,2026-07-28,79,98,45,94,12,32,78,Yes,2,80.1,Pass,Low,Active
2789,Data Science,Offline,23,Male,2026-07-29,84,98,60,22,13,19,81,No,3,48.6,Fail,Medium,Active
2790,Data Science,Hybrid,22,Female,2026-07-30,58,59,89,61,6,24,68,Yes,3,69.0,Pass,High,At-Risk
2791,Digital Marketing,Online,21,Male,2026-07-31,71,35,28,81,11,25,84,No,2,55.9,Pass,Low,Active
2792,HR Management,Hybrid,34,Female,2026-08-01,66,48,92,25,8,39,92,No,4,49.7,Fail,Medium,Active
2793,Finance,Online,28,Male,2026-08-02,40,95,28,25,22,11,81,No,3,39.9,Fail,High,At-Risk
2794,Web Dev,Hybrid,21,Male,2026-08-03,82,39,33,82,10,31,69,No,2,58.7,Pass,Low,Active
2795,Finance,Online,30,Female,2026-08-04,91,45,54,39,10,32,100,No,3,44.7,Fail,Medium,Active
2796,Web Dev,Online,34,Female,2026-08-05,72,66,69,40,11,9,89,No,4,53.9,Pass,Low,Active
2797,HR Management,Offline,26,Male,2026-08-06,79,61,28,21,11,3,69,No,2,31.1,Fail,High,At-Risk
2798,Web Dev,Online,21,Male,2026-08-07,71,76,93,75,3,14,57,No,3,80.6,Pass,Low,Active
2799,Digital Marketing,Offline,31,Male,2026-08-08,44,72,47,29,5,5,84,No,0,43.0,Fail,High,At-Risk
2800,Digital Marketing,Offline,20,Male,2026-08-09,56,65,40,89,9,26,91,No,4,69.5,Pass,Medium,Active
2801,Digital Marketing,Offline,31,Female,2026-08-10,47,55,46,42,15,4,62,No,3,45.8,Fail,High,At-Risk
2802,Digital Marketing,Hybrid,25,Male,2026-08-11,96,39,96,49,18,4,90,No,1,61.099999999999994,Pass,Low,Active
2803,Finance,Hybrid,18,Male,2026-08-12,81,60,72,97,14,17,55,No,2,82.1,Pass,Low,Active
2804,HR Management,Hybrid,27,Male,2026-08-13,73,58,86,56,22,27,96,No,3,65.4,Pass,Low,Active
2805,Web Dev,Hybrid,33,Female,2026-08-14,48,34,84,74,19,34,65,Yes,4,69.0,Pass,High,At-Risk
2806,Web Dev,Online,25,Male,2026-08-15,95,30,29,68,19,21,54,No,4,48.7,Fail,High,At-Risk
2807,Digital Marketing,Online,18,Female,2026-08-16,62,32,31,53,14,33,94,No,1,42.2,Fail,Medium,Active
2808,Digital Marketing,Hybrid,29,Female,2026-08-17,74,96,75,63,9,3,100,No,1,73.2,Pass,Low,Active
2809,Data Science,Online,25,Female,2026-08-18,89,64,89,41,13,17,83,No,3,60.0,Pass,Low,Active
2810,HR Management,Online,33,Female,2026-08-19,46,44,33,50,24,40,55,No,0,43.7,Fail,High,At-Risk
2811,Finance,Offline,21,Female,2026-08-20,54,96,69,26,22,25,82,No,4,52.900000000000006,Pass,Medium,Active
2812,Web Dev,Offline,23,Female,2026-08-21,92,59,71,40,2,41,64,No,0,53.1,Pass,Medium,Active
2813,Data Science,Offline,29,Female,2026-08-22,93,72,91,35,21,21,64,No,0,59.2,Pass,Medium,Active
2814,Data Science,Offline,26,Male,2026-08-23,59,89,48,39,19,46,63,Yes,3,51.7,Pass,High,At-Risk
2815,Web Dev,Online,32,Male,2026-08-24,89,69,34,62,4,32,88,No,2,55.0,Pass,Low,Active
2816,Finance,Hybrid,33,Female,2026-08-25,64,94,97,63,13,42,54,No,2,79.4,Pass,Low,Active
2817,Data Science,Online,29,Male,2026-08-26,42,58,72,66,20,13,75,No,2,66.2,Pass,High,At-Risk
2818,Data Science,Online,31,Male,2026-08-27,99,48,59,38,14,30,97,Yes,1,46.3,Fail,Medium,Active
2819,HR Management,Online,30,Female,2026-08-28,94,32,78,67,11,9,66,Yes,4,63.3,Pass,Low,Active
2820,Finance,Offline,19,Male,2026-08-29,85,65,95,98,16,23,92,Yes,1,90.5,Pass,Low,Active
2821,Data Science,Offline,20,Female,2026-08-30,63,72,40,88,21,20,96,Yes,4,70.4,Pass,Low,Active
2822,Finance,Offline,27,Male,2026-08-31,73,44,77,30,3,47,65,No,4,46.9,Fail,High,At-Risk
2823,Web Dev,Hybrid,26,Female,2026-09-01,85,70,64,98,20,7,84,No,4,82.2,Pass,Low,Active
2824,Digital Marketing,Online,25,Female,2026-09-02,61,65,44,48,4,31,87,No,3,50.2,Pass,Low,Active
2825,Data Science,Hybrid,27,Male,2026-09-03,50,62,93,64,15,30,72,No,2,72.3,Pass,High,At-Risk
2826,HR Management,Offline,20,Male,2026-09-04,87,34,69,87,8,33,62,No,1,71.0,Pass,Low,Active
2827,Web Dev,Hybrid,22,Female,2026-09-05,47,43,30,55,9,22,82,No,1,45.1,Fail,High,At-Risk
2828,Finance,Online,20,Female,2026-09-06,78,97,93,67,12,24,78,No,3,80.8,Pass,Low,Active
2829,Web Dev,Online,33,Female,2026-09-07,82,76,73,34,23,6,95,No,4,54.1,Pass,Low,Active
2830,Data Science,Offline,34,Male,2026-09-08,74,83,63,63,21,18,83,No,2,67.0,Pass,Low,Active
2831,Finance,Offline,32,Male,2026-09-09,88,33,26,86,7,6,83,No,0,57.4,Pass,Low,Active
2832,Digital Marketing,Hybrid,20,Male,2026-09-10,85,38,63,93,12,46,76,Yes,0,73.0,Pass,Medium,Active
2833,Web Dev,Offline,29,Male,2026-09-11,77,82,45,59,18,7,64,No,3,59.400000000000006,Pass,Low,Active
2834,Data Science,Offline,26,Female,2026-09-12,47,89,64,33,11,13,99,No,2,53.5,Pass,Medium,Active
2835,HR Management,Online,29,Female,2026-09-13,93,75,78,82,18,0,58,No,0,79.4,Pass,Medium,Active
2836,Finance,Offline,32,Female,2026-09-14,76,83,36,70,22,12,75,No,0,62.4,Pass,Medium,Active
2837,Web Dev,Offline,19,Female,2026-09-15,66,66,61,98,3,2,52,No,1,80.5,Pass,Low,Active
2838,Web Dev,Online,29,Male,2026-09-16,67,52,62,77,7,27,85,Yes,2,67.5,Pass,Low,Active
2839,Digital Marketing,Online,21,Female,2026-09-17,79,56,39,34,6,37,96,No,0,39.9,Fail,Medium,Active
2840,Digital Marketing,Hybrid,33,Female,2026-09-18,73,99,31,84,5,14,54,Yes,1,71.1,Pass,Low,Active
2841,HR Management,Offline,33,Male,2026-09-19,71,95,74,74,3,35,69,No,2,78.2,Pass,Low,Active
2842,HR Management,Online,18,Male,2026-09-20,54,90,89,95,13,2,69,No,4,92.2,Pass,High,At-Risk
2843,Data Science,Hybrid,19,Female,2026-09-21,83,80,91,29,4,3,54,Yes,2,57.8,Pass,Low,Active
2844,Data Science,Hybrid,20,Male,2026-09-22,56,79,68,61,7,4,59,No,3,66.7,Pass,High,At-Risk
2845,HR Management,Offline,34,Female,2026-09-23,72,48,55,30,15,49,65,Yes,1,41.1,Fail,High,At-Risk
2846,HR Management,Offline,18,Male,2026-09-24,86,30,67,35,9,25,74,Yes,4,43.599999999999994,Fail,High,At-Risk
2847,Finance,Hybrid,23,Male,2026-09-25,85,69,72,92,22,24,93,No,1,81.4,Pass,Low,Active
2848,Digital Marketing,Online,32,Female,2026-09-26,91,61,85,97,22,9,74,Yes,1,86.2,Pass,Low,Active
2849,Data Science,Hybrid,31,Male,2026-09-27,93,51,99,38,15,7,79,No,0,58.9,Pass,Medium,Active
2850,Digital Marketing,Offline,32,Female,2026-09-28,55,95,34,50,4,11,63,Yes,2,54.2,Pass,High,At-Risk
2851,Digital Marketing,Online,31,Male,2026-09-29,68,69,53,92,17,2,71,Yes,1,75.7,Pass,Low,Active
2852,HR Management,Online,22,Male,2026-09-30,48,67,72,72,16,26,92,No,1,71.0,Pass,Medium,Active
2853,Finance,Hybrid,23,Male,2026-10-01,72,77,86,27,8,49,77,No,3,54.7,Pass,Low,Active
2854,Web Dev,Offline,34,Male,2026-10-02,99,84,37,43,16,22,79,Yes,3,49.4,Fail,High,At-Risk
2855,Finance,Hybrid,28,Male,2026-10-03,88,84,68,27,14,39,68,No,3,50.7,Pass,Low,Active
2856,Finance,Hybrid,33,Female,2026-10-04,68,80,71,67,7,32,87,No,1,70.8,Pass,Low,Active
2857,Digital Marketing,Hybrid,29,Male,2026-10-05,52,89,88,49,16,13,91,No,4,68.7,Pass,Medium,Active
2858,Finance,Online,32,Female,2026-10-06,60,37,77,77,18,22,69,Yes,2,69.0,Pass,Low,Active
2859,Data Science,Online,21,Male,2026-10-07,97,97,68,74,5,30,84,No,1,76.8,Pass,Low,Active
2860,Digital Marketing,Offline,20,Female,2026-10-08,60,38,52,92,23,12,71,No,0,69.2,Pass,Medium,Active
2861,Data Science,Offline,25,Male,2026-10-09,44,31,26,81,23,11,64,Yes,4,54.5,Pass,High,At-Risk
2862,Web Dev,Hybrid,20,Female,2026-10-10,49,99,81,67,15,34,60,No,4,77.6,Pass,High,At-Risk
2863,Digital Marketing,Hybrid,25,Female,2026-10-11,45,88,81,23,16,17,83,No,2,53.400000000000006,Pass,Medium,Active
2864,Web Dev,Hybrid,27,Male,2026-10-12,95,48,58,56,13,20,73,No,4,55.0,Pass,Low,Active
2865,Digital Marketing,Offline,34,Male,2026-10-13,90,57,82,27,20,44,55,No,2,49.5,Fail,High,At-Risk
2866,HR Management,Online,25,Male,2026-10-14,96,43,76,20,23,46,66,No,4,41.4,Fail,High,At-Risk
2867,Finance,Online,28,Female,2026-10-15,52,53,53,89,11,41,77,No,2,71.0,Pass,High,At-Risk
2868,HR Management,Hybrid,22,Female,2026-10-16,40,73,59,66,7,0,99,No,3,65.3,Pass,Medium,Active
2869,Web Dev,Hybrid,30,Male,2026-10-17,59,85,99,94,10,37,80,No,3,93.7,Pass,Medium,Active
2870,Finance,Hybrid,22,Male,2026-10-18,96,80,72,24,3,40,85,No,4,49.599999999999994,Fail,Medium,Active
2871,Digital Marketing,Hybrid,30,Female,2026-10-19,86,61,57,69,5,41,58,No,4,63.8,Pass,Low,Active
2872,Finance,Offline,23,Female,2026-10-20,85,79,99,43,10,46,59,No,2,67.0,Pass,Low,Active
2873,Data Science,Online,22,Male,2026-10-21,47,70,97,66,16,8,70,No,2,76.1,Pass,High,At-Risk
2874,Finance,Hybrid,26,Female,2026-10-22,49,95,33,37,14,22,83,Yes,1,47.4,Fail,High,At-Risk
2875,Data Science,Offline,33,Male,2026-10-23,48,54,72,47,21,13,80,No,3,55.9,Pass,Medium,Active
2876,Finance,Hybrid,19,Male,2026-10-24,88,90,91,96,9,10,78,No,1,93.3,Pass,Low,Active
2877,Data Science,Hybrid,18,Male,2026-10-25,80,95,60,24,20,6,92,No,1,49.0,Fail,Medium,Active
2878,Web Dev,Online,25,Female,2026-10-26,42,71,95,49,20,30,92,No,0,67.2,Pass,High,At-Risk
2879,HR Management,Hybrid,28,Female,2026-10-27,50,94,68,20,17,23,60,No,2,49.2,Fail,High,At-Risk
2880,Digital Marketing,Online,29,Female,2026-10-28,51,65,84,65,12,25,82,Yes,0,70.7,Pass,High,At-Risk
2881,Finance,Online,29,Female,2026-10-29,49,38,87,88,11,29,95,No,0,77.69999999999999,Pass,High,At-Risk
2882,HR Management,Online,24,Male,2026-10-30,64,65,29,50,9,33,50,Yes,1,46.7,Fail,High,At-Risk
2883,Digital Marketing,Offline,30,Female,2026-10-31,88,67,64,89,2,45,70,No,0,77.1,Pass,Medium,Active
2884,Digital Marketing,Offline,25,Male,2026-11-01,88,62,43,75,11,37,72,No,2,62.8,Pass,Low,Active
2885,Data Science,Online,26,Male,2026-11-02,64,71,71,47,19,4,58,Yes,1,59.0,Pass,Low,Active
2886,Web Dev,Hybrid,24,Male,2026-11-03,50,90,89,35,4,4,50,No,2,62.2,Pass,High,At-Risk
2887,Web Dev,Online,32,Female,2026-11-04,93,75,91,73,12,18,70,No,4,78.8,Pass,Low,Active
2888,HR Management,Hybrid,19,Male,2026-11-05,75,90,42,72,19,37,71,No,0,66.6,Pass,Medium,Active
2889,Web Dev,Online,29,Male,2026-11-06,78,47,74,31,4,27,53,No,1,47.1,Fail,High,At-Risk
2890,Finance,Hybrid,18,Female,2026-11-07,92,99,54,39,9,25,50,Yes,3,55.5,Pass,Low,Active
2891,Web Dev,Offline,25,Male,2026-11-08,65,44,90,53,15,41,100,Yes,2,62.3,Pass,Low,Active
2892,HR Management,Hybrid,22,Female,2026-11-09,53,77,29,72,7,22,59,No,0,60.1,Pass,High,At-Risk
2893,Web Dev,Online,32,Female,2026-11-10,78,42,66,83,16,45,64,No,2,69.7,Pass,Low,Active
2894,Finance,Offline,18,Female,2026-11-11,95,72,29,42,15,48,85,No,2,44.1,Fail,Medium,Active
2895,Data Science,Hybrid,18,Male,2026-11-12,79,89,74,46,8,29,78,Yes,4,63.0,Pass,Low,Active
2896,HR Management,Hybrid,27,Female,2026-11-13,40,86,82,36,11,2,95,No,2,59.8,Pass,Medium,Active
2897,Data Science,Hybrid,27,Female,2026-11-14,95,46,32,67,16,27,54,No,4,52.3,Pass,Low,Active
2898,Data Science,Hybrid,32,Female,2026-11-15,93,79,55,40,11,32,78,No,4,52.3,Pass,Low,Active
2899,Data Science,Hybrid,34,Female,2026-11-16,43,61,36,69,23,41,96,Yes,4,57.5,Pass,Medium,Active
2900,Digital Marketing,Offline,23,Male,2026-11-17,69,51,45,59,18,2,96,No,0,53.2,Pass,Low,Active
2901,Digital Marketing,Offline,20,Female,2026-11-18,51,84,86,22,20,4,76,Yes,2,53.6,Pass,High,At-Risk
2902,Data Science,Offline,30,Male,2026-11-19,95,86,57,36,18,18,74,Yes,2,52.3,Pass,Low,Active
2903,HR Management,Offline,33,Female,2026-11-20,74,42,50,80,13,41,65,No,4,63.4,Pass,Low,Active
2904,Finance,Online,25,Male,2026-11-21,52,76,64,69,16,47,65,No,2,68.9,Pass,High,At-Risk
2905,Finance,Offline,32,Female,2026-11-22,91,91,89,25,13,0,85,No,2,57.4,Pass,Low,Active
2906,Web Dev,Hybrid,34,Male,2026-11-23,70,83,83,47,10,37,74,No,4,65.0,Pass,Low,Active
2907,HR Management,Hybrid,34,Female,2026-11-24,77,58,39,91,6,8,90,No,3,68.8,Pass,Low,Active
2908,Digital Marketing,Offline,30,Male,2026-11-25,82,51,25,74,5,4,50,No,3,54.7,Pass,Low,Active
2909,Data Science,Hybrid,34,Male,2026-11-26,62,94,35,77,13,45,54,No,4,67.8,Pass,Low,Active
2910,Web Dev,Offline,23,Male,2026-11-27,43,58,79,64,17,41,90,No,0,67.3,Pass,High,At-Risk
2911,Finance,Hybrid,34,Female,2026-11-28,91,77,26,91,10,33,69,Yes,2,68.7,Pass,Low,Active
2912,Digital Marketing,Online,33,Male,2026-11-29,55,34,89,38,4,36,54,Yes,2,52.5,Pass,High,At-Risk
2913,Digital Marketing,Online,31,Male,2026-11-30,46,64,68,48,22,32,85,No,3,57.2,Pass,Medium,Active
2914,Data Science,Offline,30,Male,2026-12-01,61,75,40,42,4,24,78,No,4,48.0,Fail,High,At-Risk
2915,Finance,Offline,23,Male,2026-12-02,68,64,46,51,19,41,97,Yes,0,52.1,Pass,Low,Active
2916,HR Management,Offline,20,Female,2026-12-03,50,74,42,29,18,28,83,No,4,41.9,Fail,High,At-Risk
2917,Digital Marketing,Hybrid,31,Male,2026-12-04,95,42,71,68,11,24,97,No,3,63.7,Pass,Low,Active
2918,Data Science,Offline,31,Male,2026-12-05,72,39,54,84,3,8,67,No,3,66.0,Pass,Low,Active
2919,HR Management,Online,32,Male,2026-12-06,97,95,34,48,12,2,51,Yes,2,53.2,Pass,Low,Active
2920,Finance,Hybrid,25,Female,2026-12-07,68,99,82,78,4,14,65,No,1,83.4,Pass,Low,Active
2921,Digital Marketing,Offline,32,Male,2026-12-08,98,54,86,64,24,3,78,No,0,68.6,Pass,Medium,Active
2922,HR Management,Hybrid,30,Male,2026-12-09,78,73,30,86,24,44,82,No,0,66.6,Pass,Low,Active
2923,HR Management,Hybrid,34,Male,2026-12-10,51,89,91,70,3,37,65,Yes,1,80.1,Pass,High,At-Risk
2924,HR Management,Offline,20,Male,2026-12-11,46,76,65,30,10,19,84,Yes,3,49.7,Fail,High,At-Risk
2925,Digital Marketing,Hybrid,23,Female,2026-12-12,98,69,67,25,20,48,96,No,4,46.4,Fail,Medium,Active
2926,Digital Marketing,Online,22,Male,2026-12-13,94,36,42,86,3,22,92,No,0,62.8,Pass,Low,Active
2927,Web Dev,Online,34,Male,2026-12-14,78,75,82,81,20,36,91,No,1,80.1,Pass,Low,Active
2928,Finance,Hybrid,19,Female,2026-12-15,81,52,84,24,3,46,66,No,2,47.6,Fail,High,At-Risk
2929,Data Science,Offline,32,Female,2026-12-16,87,75,51,28,16,7,53,No,2,44.3,Fail,High,At-Risk
2930,HR Management,Hybrid,22,Female,2026-12-17,65,42,92,47,22,36,98,Yes,3,59.5,Pass,Low,Active
2931,Web Dev,Online,23,Male,2026-12-18,79,50,46,96,4,44,53,No,0,71.8,Pass,Medium,Active
2932,Data Science,Hybrid,23,Female,2026-12-19,48,30,48,57,6,32,100,Yes,4,48.9,Fail,High,At-Risk
2933,Web Dev,Hybrid,21,Male,2026-12-20,80,48,64,62,12,32,74,No,0,59.8,Pass,Medium,Active
2934,Digital Marketing,Online,34,Female,2026-12-21,73,89,98,40,8,6,82,No,2,67.2,Pass,Low,Active
2935,HR Management,Hybrid,31,Male,2026-12-22,84,62,90,81,7,21,63,No,0,79.9,Pass,Medium,Active
2936,Data Science,Hybrid,31,Female,2026-12-23,52,33,64,65,15,4,73,Yes,2,58.3,Pass,High,At-Risk
2937,Data Science,Offline,30,Male,2026-12-24,94,32,30,89,2,45,60,Yes,1,59.9,Pass,Low,Active
2938,Data Science,Offline,24,Female,2026-12-25,94,81,42,57,18,14,74,No,1,57.3,Pass,Low,Active
2939,Data Science,Online,29,Male,2026-12-26,75,57,54,68,18,20,77,No,2,61.6,Pass,Low,Active
2940,Data Science,Online,32,Male,2026-12-27,64,99,45,94,15,24,56,No,4,80.3,Pass,Low,Active
2941,Web Dev,Online,28,Male,2026-12-28,63,99,86,58,11,16,98,No,4,74.6,Pass,Low,Active
2942,HR Management,Offline,32,Male,2026-12-29,83,84,34,90,9,49,85,No,0,72.0,Pass,Low,Active
2943,Digital Marketing,Online,29,Male,2026-12-30,56,86,37,49,9,6,59,No,2,52.8,Pass,High,At-Risk
2944,Digital Marketing,Online,20,Male,2026-12-31,41,45,33,40,15,49,98,Yes,3,38.9,Fail,High,At-Risk
2945,Digital Marketing,Online,34,Male,2027-01-01,52,53,92,20,8,18,85,No,4,48.2,Fail,High,At-Risk
2946,Digital Marketing,Offline,20,Male,2027-01-02,70,98,63,51,7,6,80,No,4,64.0,Pass,Low,Active
2947,Web Dev,Hybrid,21,Female,2027-01-03,68,70,48,27,5,39,68,No,1,41.9,Fail,High,At-Risk
2948,Finance,Online,20,Male,2027-01-04,89,76,58,88,2,44,67,No,4,76.6,Pass,Low,Active
2949,HR Management,Hybrid,33,Male,2027-01-05,67,98,85,49,16,49,98,Yes,4,69.6,Pass,Low,Active
2950,Data Science,Online,29,Female,2027-01-06,99,60,65,27,16,23,55,Yes,4,45.0,Fail,High,At-Risk
2951,Finance,Hybrid,25,Male,2027-01-07,66,59,29,38,2,10,77,Yes,2,39.5,Fail,High,At-Risk
2952,Digital Marketing,Offline,34,Female,2027-01-08,54,47,74,78,21,40,56,No,2,70.6,Pass,High,At-Risk
2953,Finance,Offline,24,Male,2027-01-09,70,73,28,74,4,0,87,No,1,60.0,Pass,Low,Active
2954,HR Management,Online,28,Female,2027-01-10,79,56,75,49,24,31,61,No,0,58.2,Pass,Medium,Active
2955,Data Science,Hybrid,18,Female,2027-01-11,54,55,76,98,6,39,90,Yes,4,82.8,Pass,Medium,Active
